学校名称,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置,官网,经度,纬度
吴忠高级中学,省重点,公办,中学,宁夏吴忠市市区文卫街中段与朝阳街交 	      宁夏吴忠市利通区明珠西路439号 汇处,0953—2121561 	      0953-2039855,宁夏,吴忠市,,,106.215301,37.98361
银川唐徕回民中学,省重点,公办,中学,宁夏回族自治区银川市兴庆区,"0951-6085027,0951-5045303",宁夏,银川市,兴庆区,http://www.tanglai.com/,106.245485,38.485441
宁夏平罗中学,省重点,公办,中学,宁夏回族自治区石嘴山市平罗县团结西路185,0952-6093109,宁夏,石嘴山市,平罗县,,106.523446,38.907131
中卫市第一中学,市重点,公办,中学,宁夏中卫市沙坡头区中央大道,0955-7012582,宁夏,中卫市,,http://www.nxzw.gov.cn/zwgk/bmxxgkml/sjyj/fdzdgknr_49236/gkxx_49237/zsdw_49240/202107/t20210726_2941403.html,105.207876,37.506816
石嘴山市第一中学,,,,,,宁夏,石嘴山市,,,106.761353,39.216959
华东师范大学第二附属中学,市重点,公办,中学,上海市浦东新区张江镇晨晖路555号（近地铁二号线张江高科站）,021-50801890,上海市,上海市,浦东新区,http://www.hsefz.cn/,121.591123,31.200931
上海市南洋模范中学,市重点,公办,中学,上海市徐汇区天平路200号,021-62826734,上海市,上海市,徐汇区,www.nanmo.cn,121.450945,31.189936
上海市延安中学,市重点,公办,中学,上海市长宁区茅台路1111号,021-62901188,上海市,上海市,长宁区,http://www.shyahs.com,121.435405,31.21543
上海市控江中学,市重点,公办,中学,上海市杨浦区双阳路388号,021-65434038,上海市,上海市,杨浦区,www.kj.edu.sh.cn/kjxxgk,121.532759,31.279134
武汉市汉铁高级中学,省重点,公办,中学,湖北省武汉市江岸区后湖大道341号,（027）82354585,湖北省,武汉市,江岸区,,114.321762,30.657681
武汉市育才高级中学,市重点,公办,中学,武汉市蔡家田小区阳电里44号,027-82624996,湖北省,武汉市,江岸区,,114.299587,30.603757
武汉市第一中学,省重点,公办,中学,武汉市江汉区红旗渠路特1号,027-85626682 65691217,湖北省,武汉市,江汉区,http://www.whyz.cn/,114.285283,30.579462
武汉市第十二中学,市重点,公办,中学,武汉市江汉区航空小路15号,（027）83613972、83633082、83633180,湖北省,武汉市,江汉区,,114.260521,30.588372
宜昌市一中,省重点,公办,中学,宜昌市西陵二路4号,0717-6774074,湖北省,宜昌市,西陵区,,111.241071,30.702549
湖北省荆州中学,省重点,公办,中学,湖北省荆州市荆州区人民路,（0716）8495766,湖北省,荆州市,荆州区,http://www.hbjzzx.com/,112.192141,30.348958
湖北省黄冈中学,全国重点,公办,中学,湖北黄冈开发区明珠大道,0713-8838888,湖北省,黄冈市,黄州区,http://www.hbshgzx.com/,114.930837,30.437813
襄阳市致远中学,市重点,公办,中学,襄阳市襄城区,0710-3230592 3230258,湖北省,襄阳市,襄州区,,112.149128,32.057053
湖北省天门中学,省重点,公办,中学,湖北省天门市竟陵元春街52号,0728-5338111,湖北省,湖北直辖,天门市,,113.139527,30.649853
大连市育明高级中学,省重点,公办,中学,辽宁省大连市沙河口区杨树街70号,0411-84759193  0411-84759866 0411-8475,辽宁省,大连市,沙河口区,,122.033083,39.628844
鞍山市第一中学,省重点,公办,中学,辽宁省鞍山市高新区鞍千路300号,0412-5227777,辽宁省,鞍山市,,http://www.asyzonline.com/,123.084562,41.111583
盘锦市高级中学,省重点,公办,中学,辽宁省盘锦市兴隆台区科技大街,0427-2216222,辽宁省,盘锦市,,,122.060347,41.164059
辽河油田第一高级中学,省重点,公办,中学,辽宁省盘锦市兴隆台区,0427-2884403   0427-2885424,辽宁省,盘锦市,,,122.075957,41.144999
阜新市实验中学,省重点,公办,中学,辽宁省阜新市中华路95号,0418-6519437  0418-6519467,辽宁省,阜新市,,,121.643018,42.012505
丹东市第二中学,,,,丹东市振兴区兴三路141号,0415-5123672,辽宁省,丹东,,,124.351703,40.096172
抚顺市第二中学,,,,抚顺市新抚区公园五路14号,0413-2422008,辽宁省,抚顺,,http://fs2z.com/,123.961262,41.88642
锦州市锦州中学,,,,辽宁省锦州市凌海市南海路,,辽宁省,锦州,,,121.193591,41.116571
乌鲁木齐八一中学,省重点,公办,中学,乌鲁木齐市青年路15号,0991-8844839 8835514 8873444,新疆,乌鲁木齐市,天山区,,87.628048,43.806651
新疆哈密地区第二中学,省重点,公办,中学,新疆哈密地区哈密市爱国南路5号,0902-2258614,新疆,哈密地区,哈密市,,93.469809,42.829936
新疆兵团农二师华山中学,,,,,,新疆,,,,86.135991,41.756656
乌鲁木齐市第八中学,省重点,公办,中学,乌鲁木齐市东风路125号,0991-2616907,新疆,乌鲁木齐市,,,87.64526,43.832957
乌鲁木齐市第七十中学,省重点,公办,中学,新疆乌鲁木齐新市区南纬一路54号,（0991）3696357,新疆,乌鲁木齐市,新市区,,87.562601,43.864632
新疆师范大学附属中学,市重点,公办,中学,乌鲁木齐市银川路107号,0991-4332282,新疆,乌鲁木齐市,,https://fz.xjnu.edu.cn/,87.591442,43.837273
新疆实验中学,省重点,公办,中学,新疆乌鲁木齐延安路65号,0991-2879212,新疆,乌鲁木齐市,,,87.618646,43.775014
石河子市第一中学,市重点,公办,中学,新疆维吾尔族自治区石河子市12小区北四路159号,0993-2037304,新疆,,,,86.034405,44.307033
山东省实验中学,省重点,公办,中学,山东省济南市市中区经七路73号,0531-86926496 18243000924,山东省,济南市,市中区,http://www.sdshiyan.cn,117.236184,36.72058
东营市胜利第一中学,市重点,公办,中学,山东东营市济南路55、66号,0546-8232013,山东省,东营市,,http://www.sldyzx.cn/,118.592178,37.478548
山东师范大学附属中学,省重点,公办,中学,山东省济南市历下区山师北街3号,0531-86187151,山东省,济南市,历下区,http://www.fuzhong.sd.cn,117.040965,36.658733
济南市历城第二中学,省重点,公办,中学,山东省济南市历城区董家843号,0531－88722886,山东省,济南市,历城区,https://www.lcez.cn/,117.238534,36.748787
山东省青岛第五十八中学,省重点,公办,中学,青岛市李沧区九水路20号,0532-87895410,山东省,青岛市,李沧区,http://www.qd58.qdedu.net/Portal,120.431829,36.157407
东营市第一中学,省重点,公办,中学,山东省东营市东营区新区新泰路17号,0546-8261775,山东省,东营市,东营区,http://www.dyyz.net/f/index.html,118.658129,37.495135
烟台第一中学,省重点,公办,中学,山东省烟台市芝罘区二马路17号,5354218848,山东省,烟台市,芝罘区,http://www.ytyz.net,121.420358,37.531755
日照第一中学,省重点,公办,中学,山东省日照市东港区日照北路30号,0633-8222086,山东省,日照市,东港区,,119.461993,35.439223
淄博实验中学,省重点,公办,中学,山东省淄博市张周路11号,0533-2865532,山东省,淄博市,张店区,http://www.zbsyzx.com,118.005692,36.804379
宁波市镇海中学,省重点,公办,中学,浙江省宁波市镇海区鼓楼东路32号,0574-86272378,浙江省,宁波市,镇海区,,121.718601,29.954147
杭州第二中学,省重点,公办,中学,杭州市建国中路36号,0571-87072869,浙江省,杭州市,上城区,http://www.hz2hs.net.cn,120.138447,30.17729
慈溪中学,省重点,公办,中学,浙江省慈溪市浒山镇环城北路110号,0574-63023049,浙江省,宁波市,慈溪市,https://www.cxms.net/,121.289252,30.187986
乐青市知临中学,省重点,民办,中学,浙江省乐清市城南街道朋岙村,0577-27882222,浙江省,温州市,乐清市,,120.956058,28.110632
杭州高级中学,省重点,公办,中学,浙江省杭州市下城区凤起路238号,0571-85155827 / 85155951 / 85179872,浙江省,杭州市,下城区,,120.171249,30.265673
浙江省诸暨中学,普通,公办,中学,诸暨市暨阳路47号,0575—87011543   邮编：311800地址：诸暨市暨阳路47号,浙江省,绍兴市,诸暨市,,120.238854,29.719484
绍兴市第一中学,省重点,公办,中学,浙江省绍兴市胜利西路1199号,0575-85173853,浙江省,绍兴市,,http://www.sxyz.net/,120.553478,30.006876
吉林省实验中学,省重点,公办,中学,吉林省长春市人民大街6465号,0431-85376541,吉林省,长春市,朝阳区,http://www.jlssyzx.cn/,125.32525,43.85075
长春外国语学校,省重点,公办,中学,吉林省长春市红旗街1946号,0431-85936780,吉林省,长春市,,http://www.ccfls.cn/,125.28544,43.859289
吉林市第一中学,省重点,公办,中学,吉林省吉林市船营区松江西路155号,0432-64826007,吉林省,吉林市,船营区,http://www.jlyz.com.cn/XJ_PRO/index.aspx,126.525998,43.812148
辽源市第五中学,,,,,,吉林省,辽源市,,,125.16011,42.901838
通化市第一中学,,,,,,吉林省,通化市,,,125.925715,41.721436
长白市第二中学,,,,,,吉林省,长白市,,http://www.cbs2gz.com/,126.946049,41.826811
吉林油田高级中学,省重点,公办,中学,吉林省松原市锦江大街1608号,0438—622446,吉林省,松原市,宁江区,,124.816149,45.132465
松原市实验高中,省重点,公办,中学,吉林省松原市宁江区长宁南街358号,0438—5082988,吉林省,松原市,宁江区,,124.817042,45.186099
京北师范大学长白山实验中学,,,,,,吉林省,,,,127.278786,42.330932
唐山市第一中学,省重点,公办,中学,河北省唐山市路南区友谊路2号,0315-2595128,河北省,唐山市,路北区,http://www.ts-edu.net.cn/,118.141003,39.619184
河北正定中学,省重点,公办,中学,河北省正定县正定镇府西街80号,0311--8022837,河北省,石家庄市,正定县,http://www.zhengzhong.cn/,114.569506,38.154892
石家庄第一中学,省重点,公办,中学,河北省石家庄市平安北大街13号,0311--6034130,河北省,石家庄市,桥东区,http://www.sjzyz.net,114.503293,38.045052
河北武邑中学,省重点,公办,中学,河北省衡水市武邑县城新区宏达路1号,0318--5738058,河北省,衡水市,武邑县,http://www.hbwyzx.cn/,115.880828,37.796882
河北翼州中学,,,,,,河北省,,,,114.468664,38.037057
邯郸市第一中学,省重点,公办,中学,河北省邯郸市丛台路21号,0310--3122208,河北省,邯郸市,丛台区,http://www.handanyz.com/,114.489942,36.539524
石家庄外国语学校,普通,民办,中学,河北省石家庄市鹿泉区山前大道66号,,河北省,石家庄市,鹿泉市,http://www.sjzfls.com/,114.526096,38.015674
南宁市第二中学,省重点,公办,中学,广西南宁市新民路29号,0771--2804263,广西,南宁市,西乡塘区,http://www.nnez.cn/s/loading/,108.32723,22.811709
南宁市第三中学,省重点,公办,中学,广西南宁市青秀区青山路5号,0771--5311268,广西,南宁市,青秀区,,108.355621,22.801058
南宁市武鸣区武鸣高级中学,市重点,公办,中学,广西南宁市武鸣县灵水路6号,0771-6226071,广西,南宁市,武鸣县,,108.272013,23.146598
柳州高级中学,市重点,公办,中学,东台路44号,0772-2822557,广西,柳州市,,,109.368694,24.3155
柳州市第一中学,省重点,公办,中学,广西柳州市城站路391号,0772--3953677,广西,柳州市,柳南区,http://www.lzsyz.cn/,109.411688,24.295566
桂林市桂林中学,省重点,公办,中学,解放西路58号,0773--2825101,广西,桂林市,,https://glzx.gxeduyun.edu.cn/,110.29224,25.280311
桂林市第十八中学,省重点,公办,中学,广西桂林市横塘路17号,0773-5865365,广西,柳州市,,,109.406698,24.296285
福州高级中学,省重点,公办,中学,福建省福州市乐群路18号,0591-3441216,福建省,福州市,仓山区,http://www.fzgjzx.cn/,119.312959,26.043256
北海市北海中学,普通,公办,中学,上海市普陀区管弄路51号,021-62147566,上海市,上海市,普陀区,,121.426587,31.257659
河池高级中学,普通,公办,中学,河池市教育路105号,,广西,河池市,,http://www.gxhcgz.cn/,108.037172,24.686088
甘肃省兰州第一中学,省重点,公办,中学,甘肃省兰州市城关小沟头150号,0931—8824122,甘肃省,兰州市,城关区,http://www.gslzyz.cn/,103.834648,36.050968
兰州大学附属中学,省重点,公办,中学,甘肃省兰州市城关区一只船南街2号,0931-8846809,甘肃省,兰州市,城关区,,103.853294,36.046038
天水市第一中学,省重点,公办,中学,甘肃省天水市秦州区泰山东路8号,0938-8271002,甘肃省,天水市,秦城区,https://www.ts1z.cn/mettart_list/49,105.72766,34.585334
兰炼一中,,,,,,甘肃省,,,,103.649246,36.085148
定西市第一中学,,,,,,甘肃省,定西市,,http://www.dxyz.gs.cn/,104.617499,35.568815
甘肃省庆阳第一中学,省重点,公办,中学,甘肃省庆阳市西峰区南大街32号,0934-8213127地址：甘肃省庆阳市西峰区西大街178号,甘肃省,庆阳市,西峰区,,107.638277,35.729248
金川公司总校第一高级中学,省重点,公办,中学,甘肃省金昌市金川区,0931-3685702,甘肃省,金昌市,金川区,,102.181839,38.501244
兰化公司第一中学,,,,,,甘肃省,,,http://m.lz61.cn/,111.353752,25.275249
静宁县第一中学,省重点,公办,中学,甘肃省平凉市静宁县城关镇中街170号,0933-2521643,甘肃省,平凉市,静宁县,http://www.jingningsms.com/,105.734744,35.521638
兴义市第八中学,普通,公办,中学,贵州省黔西南布依族苗族自治州兴义市富民路188号,,贵州省,黔西南,兴义市,http://www.xybz.com.cn/,104.896265,25.070601
遵义市第四中学,省重点,公办,中学,贵州省遵义市红花岗区石龙路14号,0852-8223172,贵州省,遵义市,,http://www.zysz.com.cn/?btwaf=25502760,106.919961,27.691894
遵义市南白中学,普通,公办,中学,贵州省遵义市播州区遵南大道401号,0851-27250159,贵州省,遵义市,,,106.83448,27.53765
贵阳市第三实验中学,普通,公办,中学,贵阳市富水南路中山大厦B座,0851-8645477,贵州省,贵阳市,,https://www.gysysz.cn/,106.733516,26.58924
贵阳市清华中学,省重点,公办,中学,贵阳市花溪区清华路30号,0851-3851955,贵州省,贵阳市,花溪区,http://www.gyqhzx.com.cn/,106.679613,26.434152
贵州师范大学附属中学,省重点,公办,中学,贵州省贵阳市宝山北路199号,0851-—5934305,贵州省,贵阳市,云岩区,,106.720487,26.585708
遵义航天高级中学,省重点,公办,中学,遵义市汇川区宁波路176号,0852-8611619 8611987,贵州省,遵义市,汇川区,,106.932512,27.711703
铜仁第一中学,省重点,公办,中学,贵州省铜仁市向阳路7号,0856-5223234,贵州省,铜仁地区,铜仁市,,109.232107,27.796639
贵州省思南中学,省重点,公办,中学,贵州省思南县思唐镇文化街197号,0856-7225114,贵州省,铜仁地区,思南县,http://www.gzssnzx.com/,108.254183,27.941278
