查询,命中,国家,省份,城市,地区,区域编码,城市编码,经度,纬度,匹配级别,已查
抚顺二中,辽宁省抚顺市新抚区抚顺二中,中国,辽宁省,抚顺市,新抚区,210402,413,123.931451,41.867679,兴趣点,1
锦州中学,辽宁省锦州市凌河区锦州中学,中国,辽宁省,锦州市,凌河区,210703,416,121.193591,41.116571,兴趣点,1
沈阳市第二中学,辽宁省沈阳市沈河区沈阳市第二中学,中国,辽宁省,沈阳市,沈河区,210103,24,123.441271,41.77287,兴趣点,1
沈阳市第一中学,辽宁省沈阳市皇姑区沈阳市第十一中学,中国,辽宁省,沈阳市,皇姑区,210105,24,123.419045,41.889959,兴趣点,1
营口开发区第一高级中学,辽宁省营口市鲅鱼圈区第一高级中学,中国,辽宁省,营口市,鲅鱼圈区,210804,417,122.12874,40.246659,兴趣点,1
巴彦淖尔市一中学,内蒙古自治区巴彦淖尔市临河区巴彦淖尔市一中,中国,内蒙古自治区,巴彦淖尔市,临河区,150802,478,107.369682,40.735275,兴趣点,1
包头第一中学,内蒙古自治区包头市东河区包头市第一中学,中国,内蒙古自治区,包头市,东河区,150202,472,110.026782,40.582869,兴趣点,1
达拉特旗第一中学,内蒙古自治区鄂尔多斯市达拉特旗达拉特旗第一中学,中国,内蒙古自治区,鄂尔多斯市,达拉特旗,150621,477,110.039597,40.393162,兴趣点,1
高新二中,内蒙古自治区包头市青山区高新二中,中国,内蒙古自治区,包头市,青山区,150204,472,109.858929,40.630753,兴趣点,1
临河一中,内蒙古自治区巴彦淖尔市临河区临河一中,中国,内蒙古自治区,巴彦淖尔市,临河区,150802,478,107.392761,40.766926,兴趣点,1
通辽市开鲁县第一中学,内蒙古自治区通辽市开鲁县开鲁县第一中学,中国,内蒙古自治区,通辽市,开鲁县,150523,475,121.326819,43.612125,区县,1
乌兰浩特四中,内蒙古自治区兴安盟乌兰浩特市乌兰浩特四中,中国,内蒙古自治区,兴安盟,乌兰浩特市,152201,482,122.059751,46.08581,兴趣点,1
锡盟二中,内蒙古自治区锡林郭勒盟锡林浩特市锡盟二中,中国,内蒙古自治区,锡林郭勒盟,锡林浩特市,152502,479,116.084046,43.956647,兴趣点,1
固原二中,宁夏回族自治区固原市原州区固原二中,中国,宁夏回族自治区,固原市,原州区,640402,954,106.28408,35.996979,兴趣点,1
贺兰一中,宁夏回族自治区银川市贺兰县贺兰一中,中国,宁夏回族自治区,银川市,贺兰县,640122,951,106.34813,38.55295,兴趣点,1
青铜峡市第一中学,宁夏回族自治区吴忠市青铜峡市青铜峡市第一中学,中国,宁夏回族自治区,吴忠市,青铜峡市,640381,953,106.122857,38.010202,兴趣点,1
银川二十四中,宁夏回族自治区银川市西夏区二十四中,中国,宁夏回族自治区,银川市,西夏区,640105,951,106.161754,38.486401,兴趣点,1
银川九中,宁夏回族自治区银川市金凤区银川九中,中国,宁夏回族自治区,银川市,金凤区,640106,951,106.207603,38.503388,兴趣点,1
中宁中学,宁夏回族自治区中卫市中宁县中宁中学,中国,宁夏回族自治区,中卫市,中宁县,640521,1953,105.682819,37.488355,兴趣点,1
青海省格尔木市第七中学,青海省海西蒙古族藏族自治州格尔木市格尔木市七中,中国,青海省,海西蒙古族藏族自治州,格尔木市,632801,977,94.902563,36.38707,兴趣点,1
青海省海东市第二中学,青海省海东市化隆回族自治县第二中学,中国,青海省,海东市,化隆回族自治县,630224,972,102.32905,35.8875,兴趣点,1
青海省海东市民和区第一中学,青海省海东市民和回族土族自治县民和第一中学,中国,青海省,海东市,民和回族土族自治县,630222,972,102.831221,36.328779,兴趣点,1
青海省西宁市第五中学,青海省西宁市城中区西宁市第五中学,中国,青海省,西宁市,城中区,630103,971,101.725821,36.542721,兴趣点,1
青海油田第一中学,青海省西宁市湟中县湟中县第一中学,中国,甘肃省,酒泉市,敦煌市,630106,971,94.584437,40.125118,兴趣点,1
茌平二中,山东省聊城市茌平县茌平二中,中国,山东省,聊城市,茌平区,371503,635,116.110206,36.595639,兴趣点,1
东营市胜利第二中学,山东省东营市东营区胜利第二中学,中国,山东省,东营市,东营区,370502,546,118.493479,37.508087,兴趣点,1
高唐县第一中学,河北省保定市唐县唐县第一中学,中国,河北省,保定市,唐县,130627,312,114.975652,38.77267,兴趣点,1
即墨一中,山东省青岛市即墨区即墨一中,中国,山东省,青岛市,即墨区,370215,532,120.461791,36.379374,兴趣点,1
济南市历城第一中学,山东省济南市历城区济南历城第一中学,中国,山东省,济南市,历城区,370112,531,117.014351,36.491821,兴趣点,1
济南一中,山东省济南市历城区济南一中,中国,山东省,济南市,历城区,370112,531,117.064471,36.69769,兴趣点,1
莱阳市第一中学,山东省烟台市莱阳市莱阳市第一中学,中国,山东省,烟台市,莱阳市,370682,535,120.710829,36.985612,兴趣点,1
临沂国际学校,山东省临沂市兰山区国际学校,中国,山东省,临沂市,兰山区,371302,539,118.324638,35.06493,兴趣点,1
临邑第一中学,山东省德州市临邑县临邑第一中学,中国,山东省,德州市,临邑县,371424,534,116.851608,37.169719,兴趣点,1
青岛市城阳第一高级中学,山东省青岛市城阳区城阳第一高级中学,中国,山东省,青岛市,城阳区,370214,532,120.405474,36.283099,兴趣点,1
曲阜师范大学附属中学,山东省济宁市曲阜市曲阜师范大学附属中学,中国,山东省,济宁市,曲阜市,370881,537,116.967176,35.591469,兴趣点,1
日照实验高中,山东省日照市东港区日照实验高中,中国,山东省,日照市,东港区,371102,633,119.511469,35.423586,兴趣点,1
山东大学附属中学,山东省济南市历城区山东大学附属中学,中国,山东省,济南市,历城区,370112,531,117.064881,36.686488,兴趣点,1
山东省胶州市第一中学,山东省青岛市胶州市胶州市第一中学,中国,山东省,青岛市,胶州市,370281,532,120.014435,36.265903,兴趣点,1
山东省鄄城县第一中学,山东省菏泽市鄄城县鄄城第一中学,中国,山东省,菏泽市,鄄城县,371726,530,115.529049,35.564341,兴趣点,1
山东省青岛第二十六中学,山东省青岛市市南区青岛第二十六中学,中国,山东省,青岛市,市南区,370202,532,120.344337,36.066993,兴趣点,1
山东省青岛第三十九中学,山东省青岛市城阳区青岛第三十九中学,中国,山东省,青岛市,城阳区,370214,532,120.500797,36.294299,兴趣点,1
山东省青岛第五十九中学,山东省青岛市市南区青岛第五十九中学,中国,山东省,青岛市,市南区,370202,532,120.372588,36.06604,兴趣点,1
山东省青岛第五十三中学,山东省青岛市市北区青岛第五十三中学,中国,山东省,青岛市,市北区,370203,532,120.384608,36.097875,兴趣点,1
山东省青岛第一中学,山东省青岛市市南区青岛第一中学,中国,山东省,青岛市,市南区,370202,532,120.307922,36.058392,兴趣点,1
山东省青岛实验初级中学,山东省青岛市市南区青岛实验初级中学,中国,山东省,青岛市,市南区,370202,532,120.32904,36.059482,兴趣点,1
山东省五莲县第二中学,山东省日照市五莲县五莲县第二中学,中国,山东省,日照市,五莲县,371121,633,119.213175,35.755536,兴趣点,1
山东省沂南县第二中学,山东省临沂市沂南县沂南县第二中学,中国,山东省,临沂市,沂南县,371321,539,118.457831,35.53229,兴趣点,1
山东省枣庄市第三中学,山东省枣庄市市中区枣庄市第三中学,中国,山东省,枣庄市,市中区,370402,632,117.545868,34.855873,兴趣点,1
山东省淄博第一中学,山东省淄博市博山区淄博第一中学,中国,山东省,淄博市,博山区,370304,533,117.85889,36.506429,兴趣点,1
寿光渤海实验学校,山东省潍坊市寿光市渤海实验学校,中国,山东省,潍坊市,寿光市,370783,536,118.879181,37.24276,兴趣点,1
潍坊（上海）新纪元学校,山东省潍坊市寒亭区潍坊新纪元学校,中国,山东省,潍坊市,寒亭区,370703,536,119.22665,37.125684,兴趣点,1
潍坊高新技术产业开发区东明学校,山东省潍坊市奎文区东明学校,中国,山东省,潍坊市,奎文区,370705,536,119.177355,36.728854,兴趣点,1
烟台青华中学,山东省烟台市芝罘区烟台青华中学,中国,山东省,烟台市,芝罘区,370602,535,121.373608,37.507829,兴趣点,1
兖州东方中学,山东省济宁市兖州区东方中学,中国,山东省,济宁市,兖州区,370812,537,116.779175,35.546451,兴趣点,1
禹城市第一中学,山东省德州市禹城市禹城市第一中学,中国,山东省,德州市,禹城市,371482,534,116.661558,36.944718,兴趣点,1
大同煤矿第一中学校,山西省大同市云冈区大同煤矿第一中学校,中国,山西省,大同市,云冈区,140200,352,113.184201,40.040015,市,1
高平市第一中学校,山西省晋城市高平市高平市第一中学校,中国,山西省,晋城市,高平市,140581,356,112.9275,35.792563,兴趣点,1
晋城市第二中学校,山西省晋城市城区晋城市第二中学校,中国,山西省,晋城市,城区,140502,356,112.834548,35.505735,兴趣点,1
朔州市朔城区一中,山西省朔州市朔城区朔城区一中,中国,山西省,朔州市,朔城区,140602,349,112.429139,39.320179,兴趣点,1
太原市第二外国语学校,山西省太原市晋源区太原市第二外国语学校,中国,山西省,太原市,晋源区,140110,351,112.465701,37.711174,兴趣点,1
太原市第五十六中学校,山西省太原市万柏林区第五十六中学校,中国,山西省,太原市,万柏林区,140109,351,112.504505,37.850992,兴趣点,1
孝义中学,山西省吕梁市孝义市孝义中学,中国,山西省,吕梁市,孝义市,141181,358,111.793761,37.155612,兴趣点,1
阳泉十一中,山西省阳泉市矿区十一中,中国,山西省,阳泉市,矿区,140303,353,113.564102,37.870994,兴趣点,1
运城中学,山西省运城市盐湖区运城中学,中国,山西省,运城市,盐湖区,140802,359,111.02766,35.040366,兴趣点,1
渭南市瑞泉中学,陕西省渭南市临渭区瑞泉中学,中国,陕西省,渭南市,临渭区,610502,913,109.505497,34.47625,兴趣点,1
西安市第八十三中学,陕西省西安市新城区西安市第八十三中学,中国,陕西省,西安市,新城区,610102,29,108.999445,34.252288,兴趣点,1
西安市第六中学,陕西省西安市碑林区西安市第六中学,中国,陕西省,西安市,碑林区,610103,29,108.937369,34.256449,兴趣点,1
西安市曲江第一中学,陕西省西安市雁塔区曲江第一中学,中国,陕西省,西安市,雁塔区,610113,29,108.985141,34.216686,兴趣点,1
西安市长安区第一中学,陕西省西安市长安区长安区第一中学,中国,陕西省,西安市,长安区,610116,29,108.966192,34.136951,兴趣点,1
西安思源中学,陕西省西安市灞桥区思源中学,中国,陕西省,西安市,灞桥区,610111,29,109.077643,34.229633,兴趣点,1
建平中学,上海市浦东新区建平中学,中国,上海市,上海市,浦东新区,310115,21,121.55892,31.243514,兴趣点,1
上海民办华二初级中学,上海市嘉定区华二初级中学,中国,上海市,上海市,嘉定区,310114,21,121.251641,31.341361,兴趣点,1
上海市卢湾中学,上海市黄浦区卢湾中学,中国,上海市,上海市,黄浦区,310101,21,121.468867,31.202297,兴趣点,1
上海市市北初级中学,上海市静安区市北初级中学,中国,上海市,上海市,静安区,310106,21,121.467305,31.255598,兴趣点,1
上海市昊淞中学,上海市吴淞中学,中国,上海市,上海市,宝山区,310000,21,121.503652,31.382075,省,1
上海市洋泾-菊园实验学校,上海市浦东新区洋泾菊园实验学校,中国,上海市,上海市,浦东新区,310115,21,121.511344,31.228277,兴趣点,1
成都棠湖外国语学校,四川省成都市双流区棠湖外国语学校,中国,四川省,成都市,双流区,510116,28,103.983074,30.565629,兴趣点,1
电子科技大学实验中学,四川省成都市郫都区电子科技大学实验中学,中国,四川省,成都市,郫都区,510117,28,103.918097,30.751832,兴趣点,1
绵阳外国语学校,四川省绵阳市涪城区绵阳外国语学校,中国,四川省,绵阳市,涪城区,510703,816,104.680409,31.474946,兴趣点,1
射洪外国语学校,四川省遂宁市射洪县射洪外国语学校,中国,四川省,遂宁市,射洪市,510981,825,105.380088,30.868698,兴趣点,1
四川省成都市中和中学,四川省成都市双流区中和中学,中国,四川省,成都市,双流区,510116,28,104.088468,30.556359,兴趣点,1
四川省德阳市第五中学,四川省德阳市旌阳区德阳市第五中学,中国,四川省,德阳市,旌阳区,510603,838,104.4045,31.125588,兴趣点,1
四川省内江市第六中学,四川省内江市东兴区内江市第六中学,中国,四川省,内江市,东兴区,511011,1832,105.0631,29.59741,兴趣点,1
四川师范大学附属中学,四川省成都市锦江区四川师范大学附属中学,中国,四川省,成都市,锦江区,510104,28,104.12228,30.613594,兴趣点,1
华北油田第三中学,河北省沧州市任丘市华北油田第三中学,中国,河北省,沧州市,任丘市,130982,317,116.107174,38.701032,兴趣点,1
蓟州一中,天津市蓟州区蓟州区一中,中国,天津市,天津市,蓟州区,120119,22,117.408419,40.048344,兴趣点,1
南开大学附属中学,天津市南开区南开大学附属中学,中国,天津市,天津市,南开区,120104,22,117.153877,39.112633,兴趣点,1
天津市滨海新区大港第一中学,天津市滨海新区大港第一中学,中国,天津市,天津市,滨海新区,120116,22,117.48719,38.848007,兴趣点,1
天津市第四十七中学,天津市北辰区第四十七中学,中国,天津市,天津市,北辰区,120113,22,117.124735,39.236283,兴趣点,1
天津市咸水沽第一中学,天津市津南区咸水沽第一中学,中国,天津市,天津市,津南区,120112,22,117.372338,38.988254,兴趣点,1
天津益中学校,天津市和平区天津益中学校,中国,天津市,天津市,和平区,120101,22,117.194645,39.112492,兴趣点,1
王庆坨中学,天津市武清区王庆坨中学,中国,天津市,天津市,武清区,120114,22,116.890101,39.188747,兴趣点,1
拉萨阿里高中,西藏自治区拉萨市城关区阿里高级中学,中国,西藏自治区,拉萨市,城关区,540102,891,91.205489,29.637971,兴趣点,1
日喀则市三高,西藏自治区日喀则市桑珠孜区日喀则市三高,中国,西藏自治区,日喀则市,桑珠孜区,540200,892,88.898831,29.288303,市,1
山南市一高,西藏自治区山南市乃东区山南市一高,中国,西藏自治区,山南市,乃东区,540500,91.780668,29.224296,29.237137,市,1
西格办中学,青海省海西蒙古族藏族自治州格尔木市西格办,中国,青海省,海西蒙古族藏族自治州,格尔木市,632801,977,94.890686,36.418638,兴趣点,1
拔萃男書院,香港特别行政区香港特别行政区九龍城區拔萃男书院,中国,香港特别行政区,香港特别行政区,九龍城區,810007,1852,114.179146,22.320688,兴趣点,1
巴音郭楞蒙古自治州第二中学,新疆维吾尔自治区巴音郭楞蒙古自治州第二中学,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,,652826,996,86.154221,41.772329,兴趣点,1
昌吉州一中,新疆维吾尔自治区昌吉回族自治州昌吉市昌吉州一中,中国,新疆维吾尔自治区,昌吉回族自治州,昌吉市,652301,994,87.303681,44.018541,兴趣点,1
哈密石油高级中学,新疆维吾尔自治区哈密市伊州区吐哈石油高级中学,中国,新疆维吾尔自治区,哈密市,伊州区,650502,902,93.50213,42.918874,兴趣点,1
哈密市第二中学,新疆维吾尔自治区哈密市伊州区哈密市第二中学,中国,新疆维吾尔自治区,哈密市,伊州区,650502,902,93.469809,42.829936,兴趣点,1
石河子衡水实验中学,新疆维吾尔自治区石河子市衡水实验中学,中国,新疆维吾尔自治区,[],石河子市,659001,,86.033134,44.23679,兴趣点,1
新疆维吾尔自治区乌鲁木齐市第126中学,新疆维吾尔自治区乌鲁木齐市第126中学,中国,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区,650103,991,87.497628,43.845148,兴趣点,1
伊犁州昭苏县泰州高级中学,新疆维吾尔自治区伊犁哈萨克自治州昭苏县泰州高级中学,中国,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,654026,999,81.12497,43.143955,兴趣点,1
云南民族大学附属中学,云南省昆明市五华区云南民族大学附属中学,中国,云南省,昆明市,五华区,530102,871,102.703201,25.057746,兴趣点,1
海盐县博才实验学校,浙江省嘉兴市海盐县博才实验学校,中国,浙江省,嘉兴市,海盐县,330424,573,120.956972,30.522025,兴趣点,1
杭州市十三中教育集团（总校）,浙江省杭州市西湖区杭州十三中教育集团,中国,浙江省,杭州市,西湖区,330106,571,120.134293,30.287027,兴趣点,1
金华市第五中学,浙江省金华市婺城区金华市第五中学,中国,浙江省,金华市,婺城区,330702,579,119.655665,29.08667,兴趣点,1
蓝青学校,浙江省宁波市鄞州区蓝青学校,中国,浙江省,宁波市,鄞州区,330212,574,121.58602,29.802338,兴趣点,1
乐清市康德寄宿学校,浙江省温州市乐清市康德寄宿学校,中国,浙江省,温州市,乐清市,330382,577,120.989432,28.125776,兴趣点,1
宁波市惠贞书院,浙江省宁波市江北区惠贞书院,中国,浙江省,宁波市,江北区,330205,574,121.542874,29.911257,兴趣点,1
宁波市孔浦中学,浙江省宁波市江北区孔浦中学,中国,浙江省,宁波市,江北区,330205,574,121.589091,29.903913,兴趣点,1
宁波外国语学校,浙江省宁波市鄞州区国家高新区外国语学校,中国,浙江省,宁波市,鄞州区,330212,574,121.618468,29.897599,兴趣点,1
平阳县浙鳌高级中学,浙江省温州市平阳县浙鳌高级中学,中国,浙江省,温州市,平阳县,330326,577,120.540855,27.597808,兴趣点,1
绍兴市建功中学,浙江省绍兴市越城区建功中学,中国,浙江省,绍兴市,越城区,330602,575,120.596185,29.985097,兴趣点,1
绍兴市柯桥区实验中学,浙江省绍兴市柯桥区柯桥区实验中学,中国,浙江省,绍兴市,柯桥区,330603,575,120.482675,30.08024,兴趣点,1
绍兴市元培中学,浙江省绍兴市越城区绍兴市元培中学,中国,浙江省,绍兴市,越城区,330602,575,120.564253,30.005349,兴趣点,1
温州市绣山中学,浙江省温州市鹿城区温州市绣山中学,中国,浙江省,温州市,鹿城区,330302,577,120.695046,27.995935,兴趣点,1
义乌市绣湖中学,浙江省金华市义乌市绣湖中学,中国,浙江省,金华市,义乌市,330782,579,120.064594,29.311499,兴趣点,1
余姚市高风中学,浙江省宁波市余姚市高风中学,中国,浙江省,宁波市,余姚市,330281,574,121.184126,30.052659,兴趣点,1
浙江省湖州中学,浙江省湖州市吴兴区湖州中学,中国,浙江省,湖州市,吴兴区,330502,572,120.062744,30.909058,兴趣点,1
浙江省丽水中学,浙江省丽水市莲都区丽水中学,中国,浙江省,丽水市,莲都区,331102,578,119.93162,28.476674,兴趣点,1
浙江省新昌中学,浙江省绍兴市新昌县新昌中学,中国,浙江省,绍兴市,新昌县,330624,575,120.907039,29.495993,兴趣点,1
浙江省严州中学,浙江省杭州市建德市严州中学,中国,浙江省,杭州市,建德市,330182,571,119.502765,29.54475,兴趣点,1
浙江省玉环中学,浙江省台州市玉环市玉环中学,中国,浙江省,台州市,玉环市,331083,576,121.263247,28.12699,兴趣点,1
浙江省舟山中学,浙江省舟山市定海区舟山中学,中国,浙江省,舟山市,定海区,330902,580,122.185614,29.996854,兴趣点,1
诸暨市开放双语实验学校,浙江省绍兴市诸暨市开放双语实验学校,中国,浙江省,绍兴市,诸暨市,330681,575,120.279031,29.714968,兴趣点,1
重庆市第十八中学校,重庆市江北区重庆市第十八中学,中国,重庆市,重庆市,江北区,500105,23,106.541306,29.574831,兴趣点,1
重庆市梁平中学,重庆市梁平区梁平县,中国,重庆市,重庆市,梁平区,500155,23,107.798158,30.672071,兴趣点,1
重庆市万州第二高级中学,重庆市万州区万州第二高级中学,中国,重庆市,重庆市,万州区,500101,23,108.370408,30.812983,兴趣点,1
宁夏六盘山高级中学,宁夏回族自治区银川市金凤区六盘山高级中学,中国,宁夏回族自治区,银川市,金凤区,640106,951,106.218181,38.469414,兴趣点,1
大连育明中学,辽宁省大连市沙河口区育明中学,中国,辽宁省,大连市,沙河口区,210204,411,121.53861,38.879234,兴趣点,1
长春市第十一中学,吉林省长春市绿园区长春市十一中学,中国,吉林省,长春市,绿园区,220106,431,125.25789,43.882766,兴趣点,1
成都嘉祥外国语学校,四川省成都市锦江区嘉祥外国语学校,中国,四川省,成都市,锦江区,510104,28,104.104785,30.610402,兴趣点,1
拉萨市第一高级中学,西藏自治区拉萨市城关区拉萨市第一高级中学,中国,西藏自治区,拉萨市,城关区,540100,891,91.145534,29.650643,市,1
西藏民族学院附属中学,陕西省咸阳市渭城区西藏民族大学附属中学,中国,陕西省,咸阳市,渭城区,610404,910,108.734721,34.346493,兴趣点,1
柳州铁路第一中学,广西壮族自治区柳州市柳南区铁路第一中学,中国,广西壮族自治区,柳州市,柳南区,450204,772,109.391238,24.300684,兴趣点,1
广西柳州高级中学,广西壮族自治区柳州市柳南区柳州高级中学,中国,广西壮族自治区,柳州市,柳南区,450204,772,109.368694,24.3155,兴趣点,1
汕头潮阳实验学校,广东省汕头市潮阳区潮阳实验学校,中国,广东省,汕头市,潮阳区,440513,754,116.612404,23.272455,兴趣点,1
广西南宁市第三中学,广西壮族自治区南宁市青秀区南宁市第三中学,中国,广西壮族自治区,南宁市,青秀区,450103,771,108.355621,22.801058,兴趣点,1
山东省青岛第二中学,山东省青岛市崂山区青岛第二中学,中国,山东省,青岛市,崂山区,370212,532,120.484773,36.112379,兴趣点,1
滕州市第一中学,山东省枣庄市滕州市滕州市第一中学,中国,山东省,枣庄市,滕州市,370481,632,117.157903,35.088848,兴趣点,1
北京师范大学附属第二中学,北京市北京师范大学附属第二中学,中国,北京市,北京市,海淀区,110108,10,116.378728,39.966102,兴趣点,1
河南省信阳高级中学,河南省信阳市平桥区信阳高中,中国,河南省,信阳市,平桥区,411503,376,114.081775,32.129,兴趣点,1
忻州市第一中学,山西省忻州市忻府区忻州市第一中学,中国,山西省,忻州市,忻府区,140902,350,112.732607,38.430942,兴趣点,1
石家庄市第二中学,河北省石家庄市新华区石家庄市第二中学,中国,河北省,石家庄市,新华区,130105,311,114.478025,38.051764,兴趣点,1
山西省运城市康杰中学,山西省运城市盐湖区康杰中学,中国,山西省,运城市,盐湖区,140802,359,111.041025,35.100459,兴趣点,1
合肥市第八中学,安徽省合肥市庐阳区合肥八中,中国,安徽省,合肥市,庐阳区,340103,551,117.281375,31.861,兴趣点,1
北京市十一中学,北京市东城区第十一中学,中国,北京市,北京市,东城区,110101,10,116.418512,39.894802,兴趣点,1
中山纪念学校,广东省中山市纪念学校,中国,广东省,中山市,[],442000,760,113.524247,22.442316,兴趣点,1
安徽省马鞍山市第二中学,安徽省马鞍山市花山区马鞍山市第二中学,中国,安徽省,马鞍山市,花山区,340503,555,118.525598,31.704837,兴趣点,1
广西玉林高级中学,广西壮族自治区玉林市玉州区玉林高级中学,中国,广西壮族自治区,玉林市,玉州区,450902,775,110.181091,22.643558,兴趣点,1
玉林一中,广西壮族自治区玉林市玉州区玉林一中,中国,广西壮族自治区,玉林市,玉州区,450902,775,110.133359,22.636138,兴趣点,1
遵义县第一中学,贵州省遵义市第一中学,中国,贵州省,遵义市,红花岗区,520304,852,106.896002,27.668829,兴趣点,1
河北冀州中学,河北省衡水市冀州区冀州中学,中国,河北省,衡水市,冀州区,131103,318,115.605955,37.557967,兴趣点,1
河北辛集中学,河北省石家庄市辛集市辛集中学,中国,河北省,石家庄市,辛集市,130181,311,115.233134,37.897345,兴趣点,1
湖北省宜昌市夷陵中学,湖北省宜昌市西陵区夷陵中学,中国,湖北省,宜昌市,西陵区,420502,717,111.317693,30.697067,兴趣点,1
武汉钢铁集团公司第三子弟中学,湖北省武汉市青山区武汉钢铁集团公司第三子弟中学,中国,湖北省,武汉市,青山区,420107,27,114.396443,30.644948,兴趣点,1
吉林省延边第二中学,吉林省延边朝鲜族自治州延吉市延边第二中学,中国,吉林省,延边朝鲜族自治州,延吉市,222401,1433,129.520471,42.913149,兴趣点,1
梅河口第五中学,吉林省通化市东昌区第五中学,中国,吉林省,通化市,东昌区,220502,435,125.702405,42.499228,兴趣点,1
重庆市第一中学,重庆市沙坪坝区重庆市第一中学,中国,重庆市,重庆市,沙坪坝区,500106,23,106.465163,29.559606,兴趣点,1
江西省吉安市第一中学,江西省吉安市吉州区吉安市第一中学,中国,江西省,吉安市,吉州区,360802,796,114.968328,27.11801,兴趣点,1
山西现代双语学校,山西省太原市小店区现代双语学校,中国,山西省,太原市,小店区,140105,351,112.602042,37.807371,兴趣点,1
西南交通大学附属中学,四川省成都市金牛区西南交通大学附属中学,中国,四川省,成都市,金牛区,510106,28,104.046757,30.698521,兴趣点,1
蓟县一中,天津市蓟州区蓟县一中,中国,天津市,天津市,蓟州区,120119,22,117.415108,40.053973,未知,1
天津市第二十中学,天津市和平区天津二十中学,中国,天津市,天津市,和平区,120101,22,117.212975,39.114389,兴趣点,1
天津市第一百中学,天津市东丽区第一百中学,中国,天津市,天津市,东丽区,120110,22,117.336125,39.07418,兴趣点,1
云南腾冲县第一中学,云南省保山市昌宁县第一中学,中国,云南省,保山市,昌宁县,530524,875,99.60335,24.83075,兴趣点,1
重庆市实验中学,重庆市渝中区重庆市实验中学,中国,重庆市,重庆市,渝中区,500103,23,106.565775,29.558037,兴趣点,1
