中学名称,地区,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
安徽小汽车维修培训学校,安徽省 合肥市 瑶海区,普通,民办,职业学校,安徽省瑶海区长江东路853号,18075055500,安徽省,合肥市,瑶海区
福建省青州造纸技术学校,福建省 三明市,全国重点,公办,职业学校,三明沙县青州镇,0598-5658442,福建省,三明市,
上海宝山室内设计培训学校,上海市 浦东新区,县重点,民办,职业学校,上海多个校区，可就近安排学习，详情咨询请致电。,"15821067520  	 021-62080167",上海市,上海市,浦东新区
华东师范大学商学院培训中心,上海市 黄浦区,全国重点,公办,职业学校,中山北路3663号华东师范大学文科大楼9楼,021-62233305  洪老师、游老师,上海市,上海市,黄浦区
荣昌县吴家职业中学,重庆市 荣昌县,普通,公办,职业学校,重庆市荣昌县吴家镇东北,023-46496561,重庆市,重庆市,荣昌县
南县第二职业高中成人中专,湖南省,普通,公办,职业学校,南县南路99号,0737-5880122,湖南省,,
歙县深渡高级职业中学,安徽省 黄山市,全国重点,公办,职业学校,歙县深渡镇,0559-6810233 邵华寿,安徽省,黄山市,
福建省三明财经学校,福建省 三明市,全国重点,公办,职业学校,三明市三元区沙洲路27号,0598-8306206,福建省,三明市,
中国科学院管理干部学院,北京市 怀柔区,全国重点,公办,职业学校,雁栖湖北岸（北京市3353信箱）,010-69661361,北京市,北京市,怀柔区
英山县草盘职业中学,湖北省,全国重点,公办,职业学校,英山县草盘地镇,0713-7720111 肖永如,湖北省,,
云南北方光学电子集团有限公司技校,云南省 昆明市,全国重点,公办,职业学校,昆明市西山区海口镇,0871-8590054 鞠云祥,云南省,昆明市,
上海市徐汇区董李凤美康健学校,上海市 徐汇区,普通,公办,职业学校,上海市徐汇区浦北路1109号,021-54182577  021-54182568 021-64510367,上海市,上海市,徐汇区
阜新高等专科学校,辽宁省 阜新市 海州区,普通,公办,职业学校,辽宁省阜新市海州区育红路36号,0418-2282611地址:辽宁省阜新市海州区育红路36号,辽宁省,阜新市,海州区
上海市残疾人职业技能培训中心分部,上海市 静安区,普通,公办,职业学校,上海市闸北区洛川东路201号5楼,021-62135896,上海市,上海市,静安区
抚顺市财贸学校,辽宁省 抚顺市,全国重点,公办,职业学校,顺城区戈布街6号,0413-7102089,辽宁省,抚顺市,
陕西省渭南农业学校,陕西省 渭南市 蒲城县,普通,公办,职业学校,陕西省渭南市蒲城县孙镇,0913-5612358,陕西省,渭南市,蒲城县
安钢技校,河南省,全国重点,公办,职业学校,东西大街153号,0376-3122483,河南省,,
河南省农业广播电视学校,河南省,全国重点,公办,职业学校,周口市七一路中段38号,0394-8277618,河南省,,
香港数码动画学院北京研修院,北京市 西城区,全国重点,公办,职业学校,北京市西城区裕民东路3号京版信息港8层,010-58572495 赵老师,北京市,北京市,西城区
中央音乐学院,北京市 西城区,普通,公办,职业学校,北京市西城区鲍家街43号,010-66425597,北京市,北京市,西城区
陕西工业技术学院,陕西省 咸阳市,全国重点,公办,职业学校,陕西省咸阳文汇西路12号,0910-3152020,陕西省,咸阳市,
北京益生美职业技能培训学校,北京市 石景山区,全国重点,公办,职业学校,石门路 288 号松竹花园,010-88900151  010-88900152,北京市,北京市,石景山区
衡阳瑞丽国际化妆美甲纹绣皮肤管理培训学校,湖南省 衡阳市,县重点,民办,职业学校,衡阳市石鼓区解放大道中建国际大厦6楼,13549583014,湖南省,衡阳市,
长宁区业余军事体育学校,上海市 长宁区,普通,公办,职业学校,上海市长宁区天山路1900号,,上海市,上海市,长宁区
吉林市文化艺术学校,吉林省 吉林市,全国重点,公办,职业学校,吉林省吉林市昌邑区建设街73号,0432-2554094,吉林省,吉林市,
广东台山供销饮食技术学校,广东省 江门市,全国重点,公办,职业学校,台山市台城镇南门路105号6楼,0750-5522220,广东省,江门市,
湖北省咸宁财贸工商管理学校,湖北省,全国重点,公办,职业学校,咸宁温泉淦河大道34号,0715-8258723 黄修元、吴中文,湖北省,,
驻马店师专,河南省 驻马店市,普通,公办,职业学校,驻马店市文化路599号,0396-2823240,河南省,驻马店市,
三明市大众商务信息技术培训学校,福建省 三明市,全国重点,公办,职业学校,三元区崇荣路14幢红旗影院四楼,0598-8314898,福建省,三明市,
梧州市南珠电子电工电脑职业培训学校,广西 梧州市 苍梧县,县重点,民办,职业学校,梧州市龙圩区龙城路30号,13807743259,广西,梧州市,苍梧县
海关总署秦皇岛培训学校（秦皇岛海关学校）,河北省 秦皇岛市,全国重点,公办,职业学校,秦皇岛市河北大街西段89号,0335-8051175,河北省,秦皇岛市,
大连市烹饪职业中专,辽宁省 大连市 沙河口区,全国重点,公办,职业学校,大连市沙河口区李家街1号,0411-86642115  周主任、王老师,辽宁省,大连市,沙河口区
定西地区卫校,甘肃省,普通,公办,职业学校,定西县城关镇大同巷7号,0932-8229360,甘肃省,,
贵州省安顺市镇宁县民族中学,贵州省,全国重点,公办,职业学校,镇宁城关犀牛路276号,0853-6227133 曹仁志,贵州省,,
南方城乡建设学校,湖北省 孝感市,全国重点,公办,职业学校,孝感市文化西路,0712-2345503,湖北省,孝感市,
中国计量学院现代科技学院,浙江省 杭州市 下城区,普通,公办,职业学校,下沙高教园区学源街,0571-86845057,浙江省,杭州市,下城区
湖南宜章县中等中医职业技术学校,湖南省 长沙市,全国重点,公办,职业学校,城关镇文明北路9号,0735-222857,湖南省,长沙市,
宜都光学技工学校,湖北省 宜昌市 宜都市,全国重点,公办,职业学校,湖北省宜都光学技校（238厂内）,0717-4791090,湖北省,宜昌市,宜都市
无锡欧璞瑞美妆教育学院,江苏省 无锡市 梁溪区,全国重点,民办,职业学校,无锡市梁溪区上马墩靖海新村14-2（塔影中学旁）,18261564544,江苏省,无锡市,梁溪区
长宁区卫生学校,上海市 长宁区,普通,公办,职业学校,上海市长宁区云雾山路39号3楼,021-52064702 52064704,上海市,上海市,长宁区
河南省信阳工业学校,河南省 信阳市,普通,公办,职业学校,河南省潢川县旱湖路216号,0397-3962565,河南省,信阳市,
河南省信阳林业学校,河南省 信阳市,普通,公办,职业学校,河南省信阳市南湾风景管理区187号,0376-6396042,河南省,信阳市,
天津市城市经济与管理学校,天津市 南开区,市重点,公办,职业学校,南开区红旗南路267号,022-23382012,天津市,天津市,南开区
山东水利专科学校,山东省 泰安市,普通,公办,职业学校,泰安市岱宗大街170号,0538-8249006  邮编：271000  传真：8338453  地址：泰安市岱宗大街170,山东省,泰安市,
北京联合大学应用科技学院,北京市 昌平区,普通,公办,职业学校,,,北京市,北京市,昌平区
白山市建筑职业学校,吉林省 白山市,普通,公办,职业学校,吉林省白山市浑江大街51号（教育学院院内）,0439-3325487,吉林省,白山市,
白山市财会中等专业学校,吉林省 白山市,普通,公办,职业学校,吉林白山市浑江大街２１３号,0439-3240817,吉林省,白山市,
安图县卫生职业技术学校,吉林省 延边 安图县,全国重点,公办,职业学校,吉林省安图县明月镇九龙街龙安路35号,0433-5823674,吉林省,延边,安图县
郴州旅游职业学校,湖南省 郴州市,普通,公办,职业学校,郴州市七里大道19号,0735-2150769,湖南省,郴州市,
阜阳市味达厨师专业学校,安徽省 阜阳市,全国重点,公办,职业学校,阜阳市颖东区党校,0558-2621586 张亚辉,安徽省,阜阳市,
池州市综合技工学校,安徽省 池州市,全国重点,公办,职业学校,池州市委党校内,0566-2028739,安徽省,池州市,
苏州工业园区唯亭中心小学,江苏省 苏州市 平江区,普通,公办,职业学校,苏州市平江区唯亭镇新街17号,0512-62951299,江苏省,苏州市,平江区
湖北省黄冈供销中等专业学校,湖北省 黄冈市,全国重点,公办,职业学校,黄冈市沿江路139号,0713-8354927 张教直、王禄,湖北省,黄冈市,
六安市寿县安丰服装技术学校,安徽省 六安市,全国重点,公办,职业学校,六安市寿县安丰镇,0564-4660332,安徽省,六安市,
六安市同创电脑学校,安徽省 六安市,全国重点,公办,职业学校,华山路16号,0564-3380564,安徽省,六安市,
团凤理工中等专业学校,湖北省,全国重点,公办,职业学校,团凤县人民路10号,0713-6153799 陈才乐、吴玉姣,湖北省,,
十堰市国华职业技能培训中心,湖北省 十堰市,全国重点,公办,职业学校,十堰市三堰,0719-6517759,湖北省,十堰市,
平顶山市文化艺术学校,河南省 平顶山市,全国重点,公办,职业学校,平顶山市新华路中段13号院,0375—3932602,河南省,平顶山市,
平顶山市经济管理学校,河南省 平顶山市,全国重点,公办,职业学校,平顶山市山南路2号院,0375-4909397,河南省,平顶山市,
洛阳市少林武术馆,河南省 洛阳市,全国重点,公办,职业学校,洛阳市九都东路中原蔬菜批发市场东侧,0379-3518162,河南省,洛阳市,
商丘工业学校,河南省 商丘市,全国重点,公办,职业学校,河南省商丘市三明路２２号,0370-2528126,河南省,商丘市,
中央农业广播电视学校安徽省太和县分校,安徽省 阜阳市 太和县,全国重点,公办,职业学校,太和县人民中路46号县政府5楼,0558-8622855 王祥兴,安徽省,阜阳市,太和县
宿州市栏杆职业高级中学,安徽省 宿州市,全国重点,公办,职业学校,宿州市栏杆镇,0557-4862476 郭永宗,安徽省,宿州市,
咸宁市工交技校,湖北省 咸宁市,全国重点,公办,职业学校,咸宁温泉麦笠山路15号,0715-8256927,湖北省,咸宁市,
辽宁省朝阳市文化艺术学校,辽宁省 朝阳市,全国重点,公办,职业学校,凌源市郊大凌河畔,0421-6900563,辽宁省,朝阳市,
荆州市机械工业技工学校,湖北省 荆州市,全国重点,公办,职业学校,荆州市沙市区太岳路七号,0716-8257212,湖北省,荆州市,
涟源市劳动职业学校,湖南省 娄底市 涟源市,普通,公办,职业学校,涟源市人民中路48号,0738-4423003 0738-4434818,湖南省,娄底市,涟源市
陕西国际商贸职业学院,陕西省 西安市,普通,公办,职业学校,陕西省咸阳市南郊大学园区,029—33811620,陕西省,西安市,
上海环境学校(南汇分校),上海市 浦东新区,普通,公办,职业学校,上海市浦东区拱极路3535号,021-58856700,上海市,上海市,浦东新区
汉中市卫生学校,陕西省 汉中市,全国重点,公办,职业学校,陕西省汉中市伞铺街,0916-213326,陕西省,汉中市,
郑州博大双语学校,河南省 郑州市,全国重点,公办,职业学校,郑州市交通路150号,0371-68630083　66541667,河南省,郑州市,
中原工学院国际教育学院,河南省 郑州市,全国重点,公办,职业学校,河南省郑州市中原中路41号,0371-67439014,河南省,郑州市,
灵璧县农业广播电视学校,安徽省 宿州市 灵璧县,全国重点,公办,职业学校,宿州市灵璧县灵城南关汽车站西300米宿泗路南侧,0557—6020431 潘明志,安徽省,宿州市,灵璧县
淄博中强职业技能培训学校,山东省 淄博市 张店区,普通,民办,职业学校,张店区西二路239号,0533-3118333,山东省,淄博市,张店区
钟祥市电脑学校,湖北省 荆门市,全国重点,公办,职业学校,钟祥市经济技术开发区,0724-4225633,湖北省,荆门市,
株洲圆方电脑艺术设计学校,湖南省 株洲市,全国重点,公办,职业学校,株洲市红旗中路35号,0733-8422470,湖南省,株洲市,
河南职业技术师范学院,河南省 新乡市,全国重点,公办,职业学校,河南省新乡市新延路河南职业技术师范学院,0373-63040395,河南省,新乡市,
宁夏大学成人教育学院,宁夏 银川市,全国重点,公办,职业学校,银川西夏区文萃北街217号(宁夏大学北校区),0951-5063074,宁夏,银川市,
商丘市卫生学校,河南省 商丘市,全国重点,公办,职业学校,商丘市淮海西段5号,0376-3212275,河南省,商丘市,
