网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
55,霍邱工业学校,安徽,六安市,霍邱县,中等专业学校,公办,安徽六安市霍邱县,http://www.hqsdzg.com/,0564-6911043,--,1976,136,--,六安市霍邱县032县道附近,--,--,,,,,,,,,"{'农业类': ['休闲农业生产与经营', '作物生产技术'], '煤炭类': ['矿山机电'], '金属与非金属矿类': ['选矿技术'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '汽车制造类': ['新能源汽车制造与检测', '汽车制造与检测'], '航空运输类': ['航空服务'], '电子信息类': ['电子技术应用'], '计算机类': ['大数据技术应用', '计算机网络技术', '计算机应用'], '健康管理与促进类': ['营养与保健']}"
56,霍山职业学校,安徽,六安市,霍山县,中等专业学校,公办,安徽六安市霍山县,http://www.ahhszg.cn/,--,--,1968,220,--,六安市霍山县高桥湾现代产业园,--,--,是,是,,,,,,,"{'农业类': ['作物生产技术', '茶叶生产与加工', '中草药栽培'], '畜牧业类': ['畜禽生产技术'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '食品类': ['食品加工工艺'], '道路运输类': ['汽车运用与维修'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '中医药类': ['中药'], '财务会计类': ['会计事务']}"
57,郎溪县中等专业学校,安徽,宣城市,郎溪县,中等专业学校,民办,安徽宣城市郎溪县,https://www.jnzyxx.com/,0563-7016769,yuanqigui@126.com,2015,340,--,宣城市郎溪县建平镇香山路,--,--,,,是,,,,,,"{'农业类': ['农机设备应用与维修'], '林业类': ['园林技术'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '物流类': ['物流服务与管理'], '旅游类': ['康养休闲旅游服务', '旅游服务与管理'], '艺术设计类': ['工艺美术']}"
58,临泉县常青职业学校,安徽,阜阳市,临泉县,中等专业学校,民办,安徽阜阳市临泉县,--,--,--,,,--,--,--,,,,,,,,,,{}
59,灵璧师范学校,安徽,宿州市,灵璧县,中等专业学校,公办,安徽宿州市灵璧县,http://www.lbsfxx.com,0557-6188890,--,1951,120,--,宿州市灵璧县灵城镇东风后街4号,--,--,,,是,,,,,,"{'农业类': ['作物生产技术'], '自动化类': ['机电技术应用'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '护理类': ['护理'], '康复治疗类': ['康复技术'], '工商管理类': ['客户信息服务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪']}"
60,灵璧县中等专业学校,安徽,宿州市,灵璧县,中等专业学校,民办,安徽宿州市灵璧县,--,--,--,--,--,--,宿州市灵璧县奇石大道与笑果大道交叉口,--,--,,,,,,,,,"{'农业类': ['作物生产技术'], '自动化类': ['机电技术应用'], '纺织服装类': ['服装制作与生产管理'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪'], '文化服务类': ['社会文化艺术'], '广播影视类': ['播音与主持']}"
61,六安市金安职业学校,安徽,六安市,金安区,中等专业学校,公办,安徽六安市金安区,http://www.lasjazyxx.com/,0564-2690799,513480940@qq.com,2006,160,--,六安市金安区梅山南路729号,--,--,,,,,,,,,"{'机械设计制造类': ['数控技术应用', '机械制造技术'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '文化服务类': ['社会文化艺术']}"
62,六安市天河职业中专学校,安徽,六安市,裕安区,中等专业学校,民办,安徽六安市裕安区,--,--,--,2012,200,--,六安市裕安区文庙街8号,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '工商管理类': ['市场营销'], '艺术设计类': ['绘画'], '表演艺术类': ['音乐表演'], '广播影视类': ['播音与主持'], '体育类': ['运动训练']}"
63,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
64,庐州卫生科技学校,安徽,合肥市,肥东县,中等专业学校,公办,安徽合肥市肥东县,http://www.luzwx.cn/,0551-67711549,--,1980,100,--,合肥市肥东县和平路3号,--,--,,,是,,,,,,"{'护理类': ['护理'], '公共服务类': ['现代家政服务与管理', '老年人服务与管理']}"
65,马鞍山幼儿师范学校,安徽,马鞍山市,和县,中等专业学校,公办,安徽马鞍山市和县,http://www.ahmasys.cn/,0555-5351384,hxysh999@126.com,1946,566,--,马鞍山市和县文昌南路606号,--,--,,是,是,,,,,,"{'自动化类': ['机电技术应用'], '航空装备类': ['无人机操控与维护'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['美发与形象设计'], '教育类': ['幼儿保育']}"
66,寿县职业中专学校,安徽,淮南市,寿县,中等专业学校,民办,安徽淮南市寿县,--,--,--,1988,103,--,淮南市寿县203省道附近,--,--,,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '艺术设计类': ['绘画']}"
67,宿州航科中等专业学校,安徽,宿州市,萧县,中等专业学校,民办,安徽宿州市萧县,http://www.szhangke.cn,0557-5121966,--,2012,302,--,宿州市萧县龙城镇萧县经济开发区,--,--,,,,,,,,,"{'安全类': ['安全技术与管理', '应急救援技术'], '自动化类': ['工业机器人技术应用'], '航空装备类': ['无人机操控与维护'], '道路运输类': ['汽车服务与营销'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用', '网络安防系统安装与维护'], '艺术设计类': ['绘画'], '公共管理类': ['人力资源管理事务']}"
68,宿州环保工程学校,安徽,宿州市,泗县,中等专业学校,公办,安徽宿州市泗县,http://www.sxzhj.com,0557-7016687,--,2008,106,--,安徽省宿州市泗县北二环路与虹乡路交叉路口往东北约50米,--,--,,,,,,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['畜禽生产技术'], '环境保护类': ['环境治理技术', '环境监测技术'], '新能源发电工程类': ['光伏工程技术与应用'], '自动化类': ['机电技术应用'], '汽车制造类': ['汽车制造与检测'], '纺织服装类': ['服装制作与生产管理'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理']}"
69,宿州应用技术学校,安徽,宿州市,埇桥区,中等专业学校,公办,安徽宿州市埇桥区,http://www.szyyjsxx.com,0557-3091008,--,1985,400,埇桥区教体局,安徽省宿州市埇桥区道东街道崔园路宿州二职高,--,--,是,是,,,,,,,"{'机械设计制造类': ['机械加工技术', '数控技术应用'], '自动化类': ['工业机器人技术应用'], '纺织服装类': ['服装设计与工艺'], '道路运输类': ['新能源汽车运用与维修', '汽车运用与维修'], '计算机类': ['计算机应用', '计算机应用(国防预备役教育)', '计算机应用(智慧安防)', '计算机应用(网络安全)'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '艺术设计类': ['美容美体艺术'], '广播影视类': ['动漫与游戏制作'], '公共事业类': ['社会福利事业管理']}"
70,宿州中原航空中等专业学校,安徽,宿州市,埇桥区,中等专业学校,民办,安徽宿州市埇桥区,http://www.zyhkxx.cn,0557-2352888,2592599016@qq.com,--,--,--,安徽省宿州市埇桥区宿马现代产业园区马鞍山大道588号,--,--,,,,,,,,,"{'航空装备类': ['无人机操控与维护'], '铁道运输类': ['铁道运输服务'], '航空运输类': ['航空服务', '民航运输服务', '飞机设备维修'], '电子信息类': ['电子技术应用'], '计算机类': ['软件与信息服务'], '电子商务类': ['直播电商服务'], '物流类': ['物流服务与管理']}"
71,濉溪职业技术学校,安徽,淮北市,濉溪县,中等专业学校,公办,安徽淮北市濉溪县,http://www.sxzjzx.net,0561-6864011,sxzjzx@126.com,1987,150,--,濉溪镇南环城路80号,--,--,是,是,,,,,,,"{'农业类': ['作物生产技术'], '机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '教育类': ['幼儿保育'], '体育类': ['运动训练']}"
72,太湖恺风职业技术学校,安徽,安庆市,太湖县,中等专业学校,民办,安徽安庆市太湖县,http://www.kf-edu.com,0556-4165700,web@kf-edu.com,1999,138,--,安庆市太湖县人民东路,--,--,,,是,,,,,,"{'机械设计制造类': ['机械加工技术'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['高星级饭店运营与管理'], '文化服务类': ['社会文化艺术']}"
73,太湖职业技术学校,安徽,安庆市,太湖县,中等专业学校,公办,安徽安庆市太湖县,http://www.ahthzj.com,0556-4188227,--,1997,306,--,安徽省太湖县新城晋湖路340号,--,--,,是,是,,,,,,"{'农业类': ['设施农业生产技术'], '机械设计制造类': ['机械制造技术'], '自动化类': ['工业自动化仪表及应用'], '电子信息类': ['电子信息技术'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '文化服务类': ['社会文化艺术(幼儿教育)'], '文秘类': ['文秘']}"
74,铜陵智通职业技术学校,安徽,铜陵市,义安区,中等专业学校,民办,安徽铜陵市义安区,--,0562-8728117,ah_tlzt@163.com,1997,106,--,安徽省铜陵市义安区铜陵金桥工业园,--,--,,,是,,,,,,"{'房地产类': ['物业服务'], '机械设计制造类': ['机械加工技术', '数控技术应用'], '自动化类': ['机电技术应用'], '铁道运输类': ['铁道运输服务'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '金融类': ['金融事务'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理']}"
75,皖江职业教育中心学校,安徽,马鞍山市,雨山区,中等专业学校,公办,安徽马鞍山市雨山区,http://www.wjzj.cn,0555-8226038,maswjzj@163.com,2012,592,马鞍山市教育局,马鞍山市雨山区新城东区霍里山中路326号,--,--,是,是,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '航空装备类': ['无人机操控与维护'], '道路运输类': ['汽车运用与维修', '新能源汽车运用与维修', '汽车车身修复'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用', '计算机网络技术', '计算机平面设计'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理', '旅游服务与管理(空乘)'], '餐饮类': ['中餐烹饪']}"
76,皖南医药卫生学校,安徽,宣城市,宣州区,中等专业学校,公办,安徽宣城市宣州区,https://www.wnyywx.xcvtc.edu.cn,0563-3395599,--,1973,522,--,宣城市宣州区宣城职业技术学院后门口,--,--,,,,,,,,,"{'护理类': ['护理'], '药学类': ['药剂'], '医学技术类': ['口腔修复工艺', '医学检验技术'], '康复治疗类': ['康复技术']}"
77,皖西当代职业中专学校,安徽,六安市,叶集区,中等专业学校,民办,安徽六安市叶集区,--,0564-6497688,wxddzyzzxx@163.com,2007,130,--,安徽省六安市叶集区叶集区花园路,--,--,,,,,,,,,"{'道路运输类': ['汽车运用与维修'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机应用'], '艺术设计类': ['绘画'], '文化服务类': ['社会文化艺术'], '体育类': ['运动训练']}"
78,涡阳县科技学校,安徽,亳州市,涡阳县,中等专业学校,公办,安徽亳州市涡阳县,--,--,--,1965,48,--,亳州市涡阳县天静宫路与锦绣大道交口南,--,--,,,,,,,,,"{'农业类': ['休闲农业生产与经营'], '畜牧业类': ['畜禽生产技术'], '机械设计制造类': ['机械加工技术'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '电子信息类': ['电子电器应用与维修'], '计算机类': ['计算机平面设计', '计算机应用'], '电子商务类': ['电子商务']}"
79,芜湖财经工业学校,安徽,芜湖市,弋江区,中等专业学校,民办,安徽芜湖市弋江区,--,0553-5991366,--,2008,370,--,芜湖市弋江区浮山路68号扬子学院财务室,--,--,,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用', '工业机器人技术应用'], '汽车制造类': ['汽车制造与检测'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用'], '护理类': ['护理'], '财务会计类': ['会计事务'], '艺术设计类': ['绘画'], '教育类': ['幼儿保育'], '公共事业类': ['社区公共事务管理']}"
80,芜湖机电学校,安徽,芜湖市,弋江区,中等专业学校,民办,安徽芜湖市弋江区,--,0553-3908631,--,2008,100,--,芜湖市弋江区峨山东路庄园大酒店(峨山路店)西南侧约90米,--,--,,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用'], '汽车制造类': ['汽车制造与检测'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用'], '旅游类': ['旅游服务与管理'], '餐饮类': ['中餐烹饪'], '文化服务类': ['社会文化艺术']}"
81,芜湖商贸工业学校,安徽,芜湖市,鸠江区,中等专业学校,民办,安徽芜湖市鸠江区,http://www.whsmgyxx.com,0553-5719999,--,1999,644,--,芜湖市鸠江区九华北路228号,--,--,,,,,,,,,"{'农业类': ['作物生产技术'], '机械设计制造类': ['数控技术应用'], '航空装备类': ['无人机操控与维护'], '汽车制造类': ['汽车制造与检测'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理'], '旅游类': ['旅游服务与管理']}"
